scacodigo,scatipo,scanombre,source_time,payload,timestamp_utc,__hash
,,,,"{""status"": false}",2025-10-25T17:08:32.085069+00:00,a4bc906575bfb066a731ba9d563bd8b8edfe7d647e91dbd4da69d634b58cfa2d
